entrp_nm,load_addr,city_do_cd,long,lat,area,homepage_url,tel_no,reprsnt_menu_nm,menu_pc,base_ymd
통일집 을지로점,서울특별시 중구 충무로 68-12,11,126.9,37.567204,서울,,02-2273-0824,한우등심(400g),64 000,2020.12.31
키에리,서울특별시 용산구 이태원로26길 16-8,11,126.9,37.533361,서울,,02-798-3441,할머니케이크,6 500,2020.12.31
도우룸,서울특별시 서초구 동광로 99,11,126.9,37.493843,서울,http://soignerestaurantgroup.com/wp/doughroom,02-535-9386,마늘버터소스의 오징어 먹물 카펠리니,18 000,2020.12.31
조선옥,서울특별시 중구 을지로15길 6-5,11,126.9,37.566803,서울,,02-2266-0333,양념소갈비 250g,33 000,2020.12.31
메종 엠오,서울특별시 서초구 방배로26길 22,11,126.9,37.489326,서울,http://www.maisonmo.com/,070-4239-3335,몽블랑 엠오,8 500,2020.12.31
금왕돈까스,서울특별시 성북구 성북로 138,11,126.9,37.594804,서울,,02-763-9366,금왕정식,9 000,2020.12.31
계림,서울특별시특별시 종로구 돈화문로4길 39,11,126.9,37.566415,서울,http://gyaerim.cityfood.co.kr/,02-2263-6658,닭도리탕,24 000,2020.12.31
산수갑산,서울특별시 중구 을지로20길 24,11,126.9,37.56542,서울,,02-2275-6654,순대국밥,6 000,2020.12.31
헬카페 로스터즈,서울특별시 용산구 보광로 76,11,126.9,37.530321,서울,,070-7604-3456,클래식 카푸치노,4 800,2020.12.31
톰볼라 서래본점,서울특별시 서초구 서래로7길 16,11,126.9,37.498861,서울,http://www.latombola.co.kr/,02-593-4660,버섯피자,18 000,2020.12.31
마애,서울특별시 서초구 사평대로22길 14,11,126.9,37.498961,서울,https://www.instagram.com/maillet_patisseriefrancaise/,02-749-1411,딱뜨바니,9 000,2020.12.31
스시고,서울특별시 서초구 사평대로22길 15,11,126.9,37.498936,서울,,02-595-4700,런치 오마카세,45 000,2020.12.31
라싸브어,서울특별시 서초구 서래로 24,11,126.9,37.497085,서울,http://instagram.com/lasaveur_seoul,02-591-6713,디너코스,69 000,2020.12.31
우래옥,서울특별시 중구 창경궁로 62-29,11,126.9,37.568224,서울,,02-2265-0151,전통평양냉면,12 000,2020.12.31
버거그루72,서울특별시 서초구 동광로39길 79,11,126.9,37.4985,서울,,02-537-1089,그루시그니쳐버거,11 000,2020.12.31
바다식당,서울특별시 용산구 이태원로49길 18,11,126.9,37.537172,서울,,02-795-1317,존슨탕 소(2인분),20 000,2020.12.31
은주정,서울특별시 중구 창경궁로8길 32,11,126.9,37.568684,서울,,02-2265-4669,쌈싸먹는김치찌개,7 000,2020.12.31
부자피자 1호점,서울특별시 용산구 이태원로55가길 28,11,126.9,37.537265,서울,http://www.buzzapizza.com/,02-794-9474,부자클라시카,18 000,2020.12.31
줄라이,서울특별시 서초구 동광로 164,11,126.9,37.494719,서울,http://www.julyrestaurant.com,02-534-9544,와이즈 디너 코스,85 000,2020.12.31
나리의집,서울특별시 용산구 이태원로 245,11,127,37.536907,서울,,02-793-4860,삼겹살,12 000,2020.12.31
다운타우너,서울특별시 용산구 이태원로42길 28-4,11,127,37.535891,서울,http://instagram.com/downtownerseoul,070-8820-3696,아보카도 버거,9 300,2020.12.31
오장동흥남집,서울특별시 중구 마른내로 114,11,127,37.564348,서울,http://www.오장동흥남집.com,02-2266-0735,회냉면,9 000,2020.12.31
정돈,서울특별시 종로구 대학로9길 12,11,127,37.581814,서울,http://blog.naver.com/jungdon0916,02-987-0924,안심돈까스,13 000,2020.12.31
만나손칼국수,서울특별시 중구 동호로31길 29,11,127,37.56319,서울,,02-2266-6556,콩국수,7 000,2020.12.31
하단,서울특별시 성북구 성북로6길 14,11,127,37.590002,서울,,02-764-5744,만두전골 중,25 000,2020.12.31
함흥에겨울냉면,서울특별시 중구 동호로24길 21,11,127,37.560206,서울,,02-2279-2770,회냉면 9 000,9 000,2020.12.31
강가네멧돌빈대떡,서울특별시 용산구 대사관로24길 27,11,127,37.532519,서울,,02-792-1967,녹두빈대떡,15 000,2020.12.31
BLT 스테이크,서울특별시 종로구 청계천로 279,11,127,37.570454,서울,http://www.jwmarriottddm.com/pages/03bar/bar02.asp,02-2276-3330,티본,130 000,2020.12.31
와글와글족발,서울특별시 종로구 창신길 18,11,127,37.572408,서울,,02-765-0319,족발 중,25 000,2020.12.31
에베레스트레스토랑,서울특별시 종로구 종로51가길 2-1,11,127,37.572585,서울,http://www.everestfood.com/,02-766-8850,치킨네팔정식,10 000,2020.12.31
부첼리하우스,서울특별시 용산구 독서당로 122-1,11,127,37.536807,서울,,02-792-5676,내등심 100g (최소주문 200g),40 000,2020.12.31
미나미,서울특별시 서초구 서초대로58길 31-2,11,127,37.493285,서울,http://instagram.com/chef_minami,02-522-0373,소보로나스,15 000,2020.12.31
강남따로국밥,서울특별시 서초구 신반포로47길 119,11,127,37.515418,서울,,02-543-2527,선지 따로국밥,8 000,2020.12.31
한성돈까스,서울특별시 서초구 강남대로97길 10,11,127,37.51482,서울,http://www.hansungdongas.com/,02-540-7054,돈까스,8 500,2020.12.31
재구네닭발,서울특별시 중구 퇴계로86길 24,11,127,37.56449,서울,,02-2236-5143,닭발구이,8 000,2020.12.31
마산옥,서울특별시 강남구 강남대로152길 9,11,127,37.517271,서울,,02-544-7207,모듬찜 중,50 000,2020.12.31
닭한마리감자탕,서울특별시 강남구 강남대로152길 13,11,127,37.51739,서울,,02-515-5220,감자탕 2인,25 000,2020.12.31
구스테이크 528,서울특별시 강남구 압구정로 108,11,127,37.522896,서울,http://www.facebook.com/goostk,02-511-0917,드라이에이징 티본 (100g),30 000,2020.12.31
삐아프,서울특별시 강남구 압구정로4길 27-3,11,127,37.521555,서울,http://blog.naver.com/bulabog,02-545-0317,봉봉 6구 세트,16 500,2020.12.31
정돈프리미엄 신사점,서울특별시특별시 강남구 강남대로160길 28,11,126.9,37.566415,서울,,02-549-0924,로스,18 000,2020.12.31
미미면가,서울특별시특별시 강남구 강남대로160길 29,11,126.9,37.566415,서울,https://mimimyunga.modoo.at/,070-4211-5466,고등어구이 온소바,18 000,2020.12.31
양식당더램키친,서울특별시 강남구 압구정로8길 5,11,127,37.523029,서울,,02-3445-9283,양갈비,28 600,2020.12.31
제이피셰프다이어리,서울특별시특별시 강남구 학동로3길 30 제이피셰프다이어리,11,126.9,37.566415,서울,https://www.instagram.com/jp_chefdiary/,02-545-9668,트러플파스타,29 000,2020.12.31
투뿔등심(가로수길점),서울특별시 강남구 압구정로12길 18,11,127,37.522874,서울,http://www.dinehill.co.kr/,02-515-5712,숙성등심(150g),34 000,2020.12.31
배러댄비프,서울특별시 강남구 도산대로11길 5,11,127,37.517864,서울,,02-3446-0400,오리지널그릴드삼겹살,19 000,2020.12.31
베러댄비프,서울특별시특별시 강남구 도산대로11길 5,11,126.9,37.566415,서울,,02-3446-0400,버라이어티 삼겹살,33 200,2020.12.31
듀자미,서울특별시특별시 강남구 도산대로11길 28,11,126.9,37.566415,서울,,02-3443-0030,카라멜 소금케이크(조각),6 700,2020.12.31
C27 가로수길점,서울특별시특별시 강남구 도산대로15길 39,11,126.9,37.566415,서울,https://www.instagram.com/27cheesecake/,02-544-1527,치즈케이크,8 900,2020.12.31
한추,서울특별시 강남구 논현로175길 68,11,127,37.524091,서울,,02-541-0969,후라이드치킨,17 000,2020.12.31
킹콩 스테이크,서울특별시특별시 강남구 논현로175길 69 원영빌딩,11,126.9,37.566415,서울,,050-4456-2269,함박스테이크 라이스 런치,8 000,2020.12.31
덕자네방앗간,서울특별시 서초구 사평대로56길 7,11,127,37.503161,서울,http://deokja.modoo.at/,02-575-8959,덕자네수제떡볶이,3 000,2020.12.31
댈러스바베큐,서울특별시특별시 강남구 도산대로15길 32-10 지하 1층,11,126.9,37.566415,서울,http://www.instagram.com/dallas_bbq,02-511-4677,댈러스플래터,43 000,2020.12.31
달식탁,서울특별시특별시 강남구 도산대로15길 11,11,126.9,37.566415,서울,http://dalsiktak.kr,02-511-9440,조갯살이 들어간 방아잎전,28 000,2020.12.31
배꼽집,서울특별시 강남구 강남대로128길 22,11,127,37.510086,서울,,02-539-3323,명품갈비탕,15 000,2020.12.31
시골야채된장,서울특별시 서초구 강남대로69길 11,11,127,37.501427,서울,,02-3482-7626,시골야채된장 비빔밥,7 000,2020.12.31
악소,서울특별시 강남구 압구정로 151,11,127,37.527793,서울,,02-794-1142,노말 브뢰헷,1 200,2020.12.31
육전식당 1호점,서울특별시 동대문구 난계로30길 16,11,127,37.574295,서울,https://www.instagram.com/yukjeon_official/,02-2253-6373,통삼겹살,13 000,2020.12.31
네기 NEGI,서울특별시 강남구 강남대로152길 67,11,127,37.519009,서울,,02-512-0803,제철 사시미 모리아와세(모둠) 4인,93 000,2020.12.31
난장캠프,서울특별시특별시 강남구 강남대로114길 10,11,126.9,37.566415,서울,https://nanjangcamp.modoo.at,02-516-1446,생삼겹 참숯 통그릴구이,12 000,2020.12.31
로리스 더 프라임 립,서울특별시 서초구 서초대로 411,11,127,37.497758,서울,http://lawrys.kr/,02-590-2800,프라임립(로리컷 기준) 280g,78 000,2020.12.31
더블트러블,서울특별시특별시 강남구 봉은사로4길 22 1층,11,126.9,37.566415,서울,http://www.instagram.com/double_trouble_korea,02-3477-8880,더블트러블,10 900,2020.12.31
대가,서울특별시 강남구 봉은사로4길 24,11,127,37.503275,서울,,02-567-2379,만두전골 중,25 000,2020.12.31
이딸라시안,서울특별시특별시 강남구 봉은사로4길 36 운현빌딩 지하 1층,11,126.9,37.566415,서울,https://www.facebook.com/italasian,02-565-2272,채끝 등심 파히타(2인),31 000,2020.12.31
우시야,서울특별시 강남구 논현로159길 11,11,127,37.522915,서울,,010-9359-9667,A코스,59 000,2020.12.31
토끼정 강남점,서울특별시특별시 강남구 봉은사로6길 32,11,126.9,37.566415,서울,http://www.instagram.com/tokkijung_seoul,070-4230-2233,깻잎 불고기 사라다를 듬뿍 올려먹는 맛있는 밥,12 500,2020.12.31
강남돈까스,서울특별시특별시 강남구 테헤란로1길 40 지하1층,11,126.9,37.566415,서울,,02-553-0456,김치치즈나베,9 000,2020.12.31
바비레드 강남본점,서울특별시특별시 강남구 봉은사로6길 39,11,126.9,37.566415,서울,http://www.facebook.com/mybobired,02-3452-1515,바비스테이크,20 000,2020.12.31
땀땀,서울특별시특별시 강남구 강남대로98길 12-5,11,126.9,37.566415,서울,,02-554-8892,포 모이,15 000,2020.12.31
마포쉐프 강남역점,서울특별시특별시 강남구 강남대로98길 16 파빌리온빌딩,11,126.9,37.566415,서울,,02-566-8886,마초삼겹스테이크,19 900,2020.12.31
서경도락 도산대로점,서울특별시특별시 강남구 도산대로 208,11,126.9,37.566415,서울,,02-512-1092,평양식 직화불고기,26 000,2020.12.31
무화잠 강남점,서울특별시 강남구 강남대로 338,11,127,37.493405,서울,http://무화잠.com/,02-563-7878,대게찜 (100g),11 900,2020.12.31
대도식당 왕십리점,서울특별시 성동구 무학로12길 3,11,127,37.567373,서울,http://kitchenborie.com/,02-2292-9772,한우등심(250g),38 000,2020.12.31
대감왕족발,서울특별시 강남구 압구정로 216,11,127,37.5281,서울,,02-511-1998,족발 소,25 000,2020.12.31
두레국수,서울특별시특별시 강남구 도산대로37길 28,11,126.9,37.566415,서울,,02-3444-1421,두레국수,8 000,2020.12.31
장서는날,서울특별시특별시 강남구 강남대로78길 35,11,126.9,37.566415,서울,,02-567-4475,신포시장 김치섞어찌개,8 000,2020.12.31
스시코마츠,서울특별시 강남구 언주로165길 7-10,11,127,37.525218,서울,,02-515-1177,런치 오마카세,80 000,2020.12.31
한일관,서울특별시 강남구 압구정로38길 14,11,127,37.527788,서울,http://www.hanilkwan.co.kr/,1577-9963,불고기,29 000,2020.12.31
옛골,서울특별시 강남구 봉은사로24길 12,11,127,37.505938,서울,,02-561-0591,꽁치 묵은지 찌개,18 000,2020.12.31
동경육개장,서울특별시 강남구 테헤란로13길 8-3,11,127,37.50047,서울,,02-566-9779,전통육개장,8 000,2020.12.31
한성칼국수,서울특별시 강남구 언주로 735,11,127,37.520797,서울,,02-544-0540,새우전,22 000,2020.12.31
한성칼국수 논현점,서울특별시특별시 강남구 언주로 735 국민은행 지하,11,126.9,37.566415,서울,,02-544-0540,칼국수,9 000,2020.12.31
고래불 역삼점,서울특별시 강남구 논현로79길 62,11,127,37.496281,서울,,02-556-3677,동해돌문어숙회,45 000,2020.12.31
엽기꼼닭발,서울특별시 성동구 왕십리로22길 3,11,127,37.562628,서울,,02-2299-3838,뼈있는닭발,11 000,2020.12.31
Just Steak,서울특별시특별시 강남구 언주로152길 11-7,11,126.9,37.566415,서울,,02-544-9357,T-Bone Steak (100g),17 300,2020.12.31
대낚식당,서울특별시특별시 강남구 역삼로 137 1층 대낚식당,11,126.9,37.566415,서울,https://www.instagram.com/dae__nakk/,02-558-5561,대낙새,22 000,2020.12.31
팜티진 쌀국수,서울특별시 성동구 무학로6길 50,11,127,37.564264,서울,,02-2293-2214,소고기 쌀국수,7 000,2020.12.31
참한간장게장,서울특별시특별시 강남구 언주로168길 15,11,126.9,37.566415,서울,http://www.chamhan.kr/,02-518-7782,참한 모둠정식,39 000,2020.12.31
그라노,서울특별시 강남구 언주로168길 16,11,127,37.526159,서울,,02-540-1330,어란파스타,44 000,2020.12.31
대우식당,서울특별시특별시 강남구 테헤란로25길 34,11,126.9,37.566415,서울,,02-552-1663,등심스테이크,38 000,2020.12.31
자연석돌구이,서울특별시 강남구 언주로148길 9,11,127,37.520648,서울,,02-548-9494,대패삼겹살,12 000,2020.12.31
홈수끼 학동점,서울특별시특별시 강남구 언주로 708,11,126.9,37.566415,서울,,02-3445-4124,런치A코스(평일/ 오늘의 스프 + 모듬채소 + 소고기등심 + 모듬해물 + 칼국수 또는 죽 + 후식),22 800,2020.12.31
진미평양냉면,서울특별시 강남구 학동로 305-3,11,127,37.516157,서울,https://jinmipy.modoo.at/,02-515-3469,냉면,10 000,2020.12.31
더키친살바토레쿠오모,서울특별시 강남구 언주로164길 29,11,127,37.52569,서울,http://salvatorecuomo.kr,02-3447-0071,DOC피자,20 000,2020.12.31
더 키친 살바토레 쿠오모,서울특별시특별시 강남구 언주로164길 29 영안빌딩 1층,11,126.9,37.566415,서울,http://salvatorecuomo.kr,02-3447-0071,D.O.C 피자,25 000,2020.12.31
갓포치유,서울특별시 강남구 언주로164길 34-2,11,127,37.525268,서울,http://instagram.com/kappo_chiyu,070-7750-5585,닭다리살 후라이,12 000,2020.12.31
카페 노티드 청담점,서울특별시특별시 강남구 압구정로46길 53 미래빌딩 1층,11,126.9,37.566415,서울,http://instagram.com/cafeknotted,070-8860-9377,노티드그린,6 500,2020.12.31
스시선수,서울특별시특별시 강남구 도산대로45길 6 호림아트센터 2빌딩,11,126.9,37.566415,서울,http://sushisunsoo.modoo.at/,02-514-0812,점심 스시세트,65 000,2020.12.31
왕자장어,서울특별시 강남구 언주로164길 35-4,11,127,37.525578,서울,,070-4418-2551,아나고구이 (1인분),28 000,2020.12.31
백곰막걸리&양조장,서울특별시 강남구 압구정로48길 39,11,127,37.525951,서울,http://whitebear.modoo.at/,02-540-7644,연잎 간재미찜,24 000,2020.12.31
짱이네산곰장어,서울특별시 강남구 언주로 605,11,127,37.509392,서울,,02-514-3554,산곰장어,17 000,2020.12.31
루비떡볶이,서울특별시 강남구 선릉로153길 21,11,127,37.52464,서울,,02-516-7147,루비네 떡볶이,3 500,2020.12.31
이치에(Ichie),서울특별시 강남구 선릉로155길 23-3,11,127,37.52538,서울,,070-4273-4087,사시미 모리와아세(모둠 생선회),63 000,2020.12.31
리틀넥 청담점,서울특별시특별시 강남구 도산대로51길 17,11,126.9,37.566415,서울,http://instagram.com/littleneckseoul,010-9608-9499,에그 베이컨 프레첼,12 000,2020.12.31
도산분식 도산공원점,서울특별시특별시 강남구 도산대로49길 10-6 젤로빌딩,11,126.9,37.566415,서울,http://www.instagram.com/dosanbunsik,02-514-5060,도산떡볶이,5 500,2020.12.31
영동족발,서울특별시 서초구 남부순환로358길 8,11,127,37.484592,서울,,02-571-3939,왕족발,32 000,2020.12.31
대가방,서울특별시 강남구 선릉로145길 13,11,127,37.521161,서울,http://daegabang.modoo.at/,02-544-6336,탕수육,20 000,2020.12.31
개화옥,서울특별시 강남구 압구정로50길 7,11,127,37.527748,서울,http://blog.naver.com/koreafood_gaewhaok,02-549-1459,된장국수,8 000,2020.12.31
만두집,서울특별시특별시 강남구 압구정로 338,11,126.9,37.566415,서울,http://mandoojip.modoo.at/,02-544-3710,만두전골,60 000,2020.12.31
스위츠플레닛,서울특별시 강남구 선릉로131길 23,11,127,37.517228,서울,,02-541-0402,얼그레이 롤케이크 piece,5 500,2020.12.31
현대정육식당,서울특별시 강남구 선릉로146길 5,11,127,37.521931,서울,,02-540-7205,김치찌개,7 000,2020.12.31
오아시스,서울특별시특별시 강남구 도산대로55길 20,11,126.9,37.566415,서울,http://www.instagram.com/oasisbrunch,02-548-8859,타이 누들 샐러드,22 000,2020.12.31
오통영 청담점,서울특별시특별시 강남구 선릉로158길 10 한나빌딩 지하2층,11,126.9,37.566415,서울,,02-544-2377,전복무쇠솥밥(2인),44 000,2020.12.31
토말,서울특별시 강남구 선릉로121길 13,11,127,37.513704,서울,,02-518-0292,보리굴비,25 000,2020.12.31
고센인코퍼레이티드 청담점,서울특별시특별시 강남구 선릉로158길 18,11,126.9,37.566415,서울,https://www.i-goshen.com/,02-515-1863,홍합 치즈 떡볶이,29 000,2020.12.31
갓포아키 청담점,서울특별시 강남구 선릉로162길 12,11,127,37.52678,서울,https://instagram.com/kappo_akii?igshid=1kkcxn4tm15qa,02-540-8660,모둠사시비 4피스,98 000,2020.12.31
울프강 스테이크하우스,서울특별시특별시 강남구 선릉로152길 21,11,126.9,37.566415,서울,http://wolfgangssteakhouse.co.kr/,02-556-8700,포터하우스스테이크(1000g),253 000,2020.12.31
레스쁘아 뒤 이부,서울특별시 강남구 선릉로152길 33,11,127,37.524552,서울,,02-517-6034,오리다리 꽁피,48 000,2020.12.31
옛날집,서울특별시 강남구 선릉로148길 38,11,127,37.522717,서울,,02-549-7888,고갈비,22 000,2020.12.31
파스토,서울특별시특별시 강남구 도산대로62길 17 지층 PASTO,11,126.9,37.566415,서울,http://www.pasto.kr/,02-515-6878,SEA URCHIN,36 000,2020.12.31
청담골,서울특별시 강남구 선릉로148길 48,11,127,37.522759,서울,,02-543-1252,고등어 백반,10 000,2020.12.31
마코토 청담점,서울특별시특별시 강남구 압구정로80길 37,11,126.9,37.566415,서울,http://blog.naver.com/bladiyong,02-546-9218,특사시미 모리아와세,149 000,2020.12.31
광주식당,서울특별시 동대문구 홍릉로1길 21-6,11,127,37.580608,서울,,02-969-4403,청국장,5 000,2020.12.31
니시키,서울특별시 동대문구 홍릉로1길 21-6,11,127,37.580608,서울,,02-749-0446,붓가케우동,8 000,2020.12.31
대성갈비,서울특별시 성동구 서울특별시숲4길 27,11,127,37.563389,서울,,02-464-3012,돼지갈비,10 000,2020.12.31
호무랑,서울특별시 강남구 도산대로 442,11,127,37.523314,서울,https://srs.echosunhotel.com/homurang/intro.do?rstrntCode=HOMURANG,02-6947-1279,산마붓가케소바,24 000,2020.12.31
밍글스,서울특별시특별시 강남구 도산대로67길 19 힐탑빌딩 2층,11,126.9,37.566415,서울,http://www.restaurant-mingles.com/,02-515-7306,런치메뉴(재철 회 + 도토리묵 + 산초페스토 + 나주배 + 흑임자 + 돼지감자 규아상 + 모렐버섯 + 양지육수 + 오늘의 생선요리 + 제철 과일 타르트 + 떡갈비 반상 or 랍스터,90 000,2020.12.31
무수옥,서울특별시 도봉구 도봉로165길 15,11,127,37.677131,서울,,02-954-6292,설렁탕,10 000,2020.12.31
볼트82,서울특별시 강남구 압구정로72길 22,11,127,37.525015,서울,https://vault82.modoo.at,02-544-9234,포터하우스 100g (최소주문 800g),26 000,2020.12.31
카퍼룸,서울특별시 강남구 봉은사로 410,11,127,37.510321,서울,http://www.instagram.com/copperroom_brewery,02-6202-2078,카퍼싱글,8 000,2020.12.31
성수아구찜,서울특별시 성동구 왕십리로4길 10,11,127,37.545584,서울,,02-465-4346,아구탕 (1인),9 000,2020.12.31
소호정 본점,서울특별시 서초구 논현로 27,11,127,37.473262,서울,http://www.sohojung.com/,02-579-7282,한우국수,10 000,2020.12.31
죽변항,서울특별시 성동구 상원길 40,11,127,37.547536,서울,,02-465-7487,특물회,15 000,2020.12.31
테라13,서울특별시 강남구 도산대로90길 13,11,127,37.523481,서울,,02-546-6809,블랙 트러플과 페스토 파케리,35 000,2020.12.31
영천영화,서울특별시 강남구 도산대로90길 3,11,127,37.523962,서울,http://www.ycyh.co.kr,02-3442-0381,한우육회,32 000,2020.12.31
청국장 서갈비,서울특별시 강남구 선릉로 420,11,127,37.502505,서울,,02-561-1019,청국장,7 000,2020.12.31
미쓰양꼬치,서울특별시 강남구 테헤란로64길 26,11,127,37.503155,서울,,02-562-9233,양꼬치,11 000,2020.12.31
파이어벨,서울특별시 강남구 선릉로72길 13,11,127,37.500403,서울,https://www.facebook.com/FIREBELLBURGER,02-6489-0041,루키버거,7 000,2020.12.31
비야게레로,서울특별시 강남구 봉은사로78길 12,11,127,37.511968,서울,,02-538-8915,까르니따 따꼬,4 000,2020.12.31
새벽집 청담동점,서울특별시 강남구 도산대로101길 6,11,127,37.525565,서울,http://saebyukjip.modoo.at/,02-546-5739,꽃등심(150g),58 000,2020.12.31
농민백암순대,서울특별시 강남구 선릉로86길 40-4,11,127,37.503743,서울,,02-555-9603,국밥,7 000,2020.12.31
농민백암순대 본점,서울특별시특별시 강남구 선릉로86길 40-4,11,126.9,37.566415,서울,,02-555-9603,국밥,8 000,2020.12.31
아티장베이커스,서울특별시 강남구 선릉로64길 11-2,11,127,37.49805,서울,,02-558-1239,라우겐 크로아상,3 300,2020.12.31
외고집설렁탕,서울특별시특별시 강남구 삼성로 555 알앤텍빌딩 1층,11,126.9,37.566415,서울,http://oegojip.modoo.at/,02-567-5225,설렁탕,11 000,2020.12.31
하동관,서울특별시 강남구 테헤란로78길 16,11,127,37.505068,서울,,02-565-0003,곰탕 특,15 000,2020.12.31
뜨락,서울특별시특별시 강남구 영동대로142길 13-3,11,126.9,37.566415,서울,http://www.instagram.com/tteurak_jk,02-543-2987,안심(150g),48 000,2020.12.31
반룡산,서울특별시 강남구 테헤란로78길 26,11,127,37.504468,서울,http://www.banryongsan.com/,02-3446-8966,가릿국밥,8 000,2020.12.31
고운님,서울특별시 강남구 삼성로81길 22,11,127,37.504334,서울,,02-562-9292,갑오징어 데침,48 000,2020.12.31
정육식당 대치점,서울특별시 강남구 역삼로 450,11,127,37.502239,서울,,02-557-0883,생등심(200g),37 000,2020.12.31
삼성원조양곱창,서울특별시 강남구 학동로101길 7,11,127,37.520936,서울,,02-545-8895,곱창,18 000,2020.12.31
봉화전,서울특별시 강남구 봉은사로 632,11,127,37.514738,서울,,02-568-0919,육전모듬,25 000,2020.12.31
전국통일닭발,서울특별시 동대문구 장한로6길 10,11,127,37.563538,서울,,02-2246-4059,불닭발,15 000,2020.12.31
동해해물,서울특별시 광진구 동일로26길 16,11,127,37.545256,서울,,02-469-5843,해물찜 중,45 000,2020.12.31
원조숯불소금구이,서울특별시 광진구 광나루로12길 19,11,127,37.54674,서울,,02-2205-0808,돼지 치맛살,13 000,2020.12.31
명봉샤브샤브양꼬치,서울특별시 광진구 뚝섬로31길 59,11,127,37.538108,서울,,02-498-8808,양꼬치,12 000,2020.12.31
쪼매매운떡볶이,서울특별시 노원구 공릉로 208,11,127,37.628283,서울,,02-977-1120,떡볶이 1인분,2 500,2020.12.31
바네하임,서울특별시 노원구 공릉로32길 54,11,127,37.621712,서울,http://www.facebook.com/vaneheimbrewery,02-948-8003,수제소시지,23 000,2020.12.31
남경막국수,서울특별시 송파구 백제고분로7길 52-29,11,127,37.509466,서울,,02-417-0060,물막국수,8 000,2020.12.31
주은감자탕,서울특별시 송파구 삼학사로 71,11,127,37.50369,서울,,02-413-3670,감자탕 소,27 000,2020.12.31
송파나루,서울특별시 송파구 석촌호수로 234,11,127.1,37.507654,서울,,02-413-7080,갈치조림 소,45 000,2020.12.31
멘야하나비,서울특별시 송파구 백제고분로45길 38,11,127.1,37.510927,서울,https://www.instagram.com/menya_hanabi/?hl=ko,070-8959-1108,나고야 마제소바,9 000,2020.12.31
피자힐,서울특별시 광진구 워커힐로 177,11,127.1,37.555949,서울,https://www.walkerhill.com/vistawalkerhillseoul/dining/PizzaHill,02-450-4699,콤비네이션피자,46 000,2020.12.31
모꼬지에,서울특별시 송파구 송파대로36길 5-13,11,127.1,37.500473,서울,,02-424-6150,혼합떡볶이 매운떡볶이2인분,7 000,2020.12.31
옹아리 벌교 참꼬막,서울특별시 송파구 송파대로30길 11,11,127.1,37.494833,서울,,02-443-8909,꼬막 간장무침,25 000,2020.12.31
툇마루밥상,서울특별시 송파구 송파대로22길 11,11,127.1,37.487894,서울,,02-409-6979,툇마루밥상,17 000,2020.12.31
봉피양,서울특별시 송파구 양재대로71길 1-4,11,127.1,37.510002,서울,http://www.ibjgalbi.com/,02-415-5527,평양물냉면,12 000,2020.12.31
